cred_date,ship_city,ship_state,max_machine,account_id,year,month,day,weekday,weekday_str
2019-07-24,Curitiba,PR,T1,0011L00002WdC77QAF,2019,7,24,2,Qua
2019-07-24,Recife,PE,T1,0011L00002WdB4gQAF,2019,7,24,2,Qua
2019-07-24,Betim,MG,T1,0011L00002Wd777QAB,2019,7,24,2,Qua
2019-07-24,Osasco,SP,T1,0011L00002WdB1DQAV,2019,7,24,2,Qua
2019-07-24,Rio de Janeiro,RJ,T1,0011L00002WdAxkQAF,2019,7,24,2,Qua
2019-07-24,Fortaleza,CE,T1,0011L00002Wd79SQAR,2019,7,24,2,Qua
2019-07-24,Mossoró,RN,T1,0011L00002Wd78eQAB,2019,7,24,2,Qua
2019-07-24,São Paulo,SP,T1,0011L00002Wd78PQAR,2019,7,24,2,Qua
2019-07-24,Anápolis,GO,NONE,0011L00002WdAxbQAF,2019,7,24,2,Qua
2019-07-24,São Sebastião,SP,T1,0011L00002WdB5PQAV,2019,7,24,2,Qua
2019-07-24,Rio de Janeiro,RJ,T1,0011L00002WdC7RQAV,2019,7,24,2,Qua
2019-07-24,Maricá,RJ,NONE,0011L00002Wd7AkQAJ,2019,7,24,2,Qua
2019-07-25,Rio de Janeiro,RJ,T1,0011L00002WdB8JQAV,2019,7,25,3,Qui
2019-07-25,Cariacica,ES,T1,0011L00002WdFSdQAN,2019,7,25,3,Qui
2019-07-25,Contagem,MG,NONE,0011L00002WdJk2QAF,2019,7,25,3,Qui
2019-07-25,Belo Horizonte,MG,NONE,0011L00002WdAzbQAF,2019,7,25,3,Qui
2019-07-25,Mirassol,SP,T1,0011L00002WdJleQAF,2019,7,25,3,Qui
2019-07-25,Itajaí,SC,NONE,0011L00002WdB3EQAV,2019,7,25,3,Qui
2019-07-25,Porto Alegre,RS,NONE,0011L00002WdJbjQAF,2019,7,25,3,Qui
2019-07-25,Itapema,SC,T1,0011L00002Wd74XQAR,2019,7,25,3,Qui
2019-07-25,Loanda,PR,T1,0011L00002WdJgjQAF,2019,7,25,3,Qui
2019-07-25,Mairiporã,SP,T1,0011L00002WdJf2QAF,2019,7,25,3,Qui
2019-07-25,Paulista,PE,T1,0011L00002WdFVrQAN,2019,7,25,3,Qui
2019-07-25,São Paulo,SP,NONE,0011L00002WdJbZQAV,2019,7,25,3,Qui
2019-07-25,Mogi das Cruzes,SP,T1,0011L00002WdJkcQAF,2019,7,25,3,Qui
2019-07-25,Salvador,BA,T1,0011L00002WdJqeQAF,2019,7,25,3,Qui
2019-07-25,Resende,RJ,T1,0011L00002WdJesQAF,2019,7,25,3,Qui
2019-07-26,Americana,SP,NONE,0011L00002WdFbuQAF,2019,7,26,4,Sex
2019-07-26,Feira de Santana,BA,T1,0011L00002WdRgsQAF,2019,7,26,4,Sex
2019-07-26,Caaporã,PB,NONE,0011L00002WdNonQAF,2019,7,26,4,Sex
2019-07-26,Aquiraz,CE,T1,0011L00002WdNsuQAF,2019,7,26,4,Sex
2019-07-26,Maricá,RJ,T1,0011L00002WdRrCQAV,2019,7,26,4,Sex
2019-07-26,Curitiba,PR,NONE,0011L00002WdCCqQAN,2019,7,26,4,Sex
2019-07-26,Franca,SP,NONE,0011L00002WdB63QAF,2019,7,26,4,Sex
2019-07-26,Recife,PE,T1,0011L00002WdRsFQAV,2019,7,26,4,Sex
2019-07-26,Vargem Grande Paulista,SP,T1,0011L00002WdRhMQAV,2019,7,26,4,Sex
2019-07-26,Conselheiro Lafaiete,MG,T1,0011L00002WdJfqQAF,2019,7,26,4,Sex
2019-07-26,Jaciara,MT,T1,0011L00002WdC9mQAF,2019,7,26,4,Sex
2019-07-26,Carapicuíba,SP,T1,0011L00002WdFTgQAN,2019,7,26,4,Sex
2019-07-26,Maricá,RJ,NONE,0011L00002WdJrcQAF,2019,7,26,4,Sex
2019-07-26,Nova Iguaçu,RJ,NONE,0011L00002WdCCgQAN,2019,7,26,4,Sex
2019-07-26,Maceió,AL,T1,0011L00002WdRk6QAF,2019,7,26,4,Sex
2019-07-26,Bertioga,SP,T1,0011L00002VYJKkQAP,2019,7,26,4,Sex
2019-07-26,Catanduva,SP,NONE,0011L00002WdFb1QAF,2019,7,26,4,Sex
2019-07-26,Maceió,AL,T1,0011L00002WdNrDQAV,2019,7,26,4,Sex
2019-07-26,Aracruz,ES,T1,0011L00002WdRhlQAF,2019,7,26,4,Sex
2019-07-26,Paulista,PE,T1,0011L00002WdFZtQAN,2019,7,26,4,Sex
2019-07-26,Rio de Janeiro,RJ,T1,0011L00002WdFXZQA3,2019,7,26,4,Sex
2019-07-26,Guarujá,SP,NONE,0011L00002Wd4NLQAZ,2019,7,26,4,Sex
2019-07-26,Salvador,BA,T1,0011L00002WdB26QAF,2019,7,26,4,Sex
2019-07-27,São Paulo,SP,NONE,0011L00002WdJrIQAV,2019,7,27,5,Sab
2019-07-27,São José dos Pinhais,PR,NONE,0011L00002WdKhPQAV,2019,7,27,5,Sab
2019-07-27,Mauá,SP,T1,0011L00002WdRoXQAV,2019,7,27,5,Sab
2019-07-27,Itapetininga,SP,NONE,0011L00002WdNvjQAF,2019,7,27,5,Sab
2019-07-27,Valença,RJ,NONE,0011L00002WdJkRQAV,2019,7,27,5,Sab
2019-07-27,São Paulo,SP,NONE,0011L00002WdJgZQAV,2019,7,27,5,Sab
2019-07-27,Ipameri,GO,T1,0011L00002WdNrNQAV,2019,7,27,5,Sab
2019-07-27,Itumbiara,GO,NONE,0011L00002WdVU3QAN,2019,7,27,5,Sab
2019-07-27,Maracanaú,CE,NONE,0011L00002WdRqiQAF,2019,7,27,5,Sab
2019-07-28,São Pedro da Aldeia,RJ,NONE,0011L00002WdWCVQA3,2019,7,28,6,Dom
2019-07-28,Capivari de Baixo,SC,NONE,0011L00002dbpYuQAI,2019,7,28,6,Dom
2019-07-28,Brasília,DF,NONE,0011L00002WeJENQA3,2019,7,28,6,Dom
2019-07-28,Indaiatuba,SP,NONE,0011L00002WdgbcQAB,2019,7,28,6,Dom
2019-07-29,São Paulo,SP,T1,0011L00002WdckUQAR,2019,7,29,0,Seg
2019-07-29,Paulo Lopes,SC,T1,0011L00002WdYlTQAV,2019,7,29,0,Seg
2019-07-29,São Paulo,SP,T1,0011L00002WdclXQAR,2019,7,29,0,Seg
2019-07-29,Rio de Janeiro,RJ,T1,0011L00002WddVGQAZ,2019,7,29,0,Seg
2019-07-29,Rio de Janeiro,RJ,T1,0011L00002WdcmzQAB,2019,7,29,0,Seg
2019-07-29,Maricá,RJ,NONE,0011L00002WdcebQAB,2019,7,29,0,Seg
2019-07-29,São Gonçalo,RJ,T1,0011L00002WddXRQAZ,2019,7,29,0,Seg
2019-07-30,São José,SC,T1,0011L00002WdjwOQAR,2019,7,30,1,Ter
2019-07-30,Rio de Janeiro,RJ,T1,0011L00002Wdjs2QAB,2019,7,30,1,Ter
2019-07-30,Rio de Janeiro,RJ,T1,0011L00002Wdg07QAB,2019,7,30,1,Ter
2019-07-30,Valinhos,SP,NONE,0011L00002WdV6aQAF,2019,7,30,1,Ter
2019-07-30,Mogi Guaçu,SP,NONE,0011L00002WddYKQAZ,2019,7,30,1,Ter
2019-07-30,Unaí,MG,T1,0011L00002Wdkm0QAB,2019,7,30,1,Ter
2019-07-30,Arapoti,PR,T1,0011L00002WdkiXQAR,2019,7,30,1,Ter
2019-07-30,Barreiras,BA,T1,0011L00002Wdk2vQAB,2019,7,30,1,Ter
2019-07-30,Itamaraju,BA,T1,0011L00002WdjumQAB,2019,7,30,1,Ter
2019-07-30,Natal,RN,T1,0011L00002WdYpGQAV,2019,7,30,1,Ter
2019-07-30,Rio de Janeiro,RJ,NONE,0011L00002WdAz2QAF,2019,7,30,1,Ter
2019-07-30,Juiz de Fora,MG,T1,0011L00002WdYlJQAV,2019,7,30,1,Ter
2019-07-30,Itaboraí,RJ,NONE,0011L00002Wdkk9QAB,2019,7,30,1,Ter
2019-07-30,Palmares,PE,NONE,0011L00002WdRnjQAF,2019,7,30,1,Ter
2019-07-30,Castanhal,PA,NONE,0011L00002WdSZEQA3,2019,7,30,1,Ter
2019-07-30,Belo Horizonte,MG,T1,0011L00002WdYpQQAV,2019,7,30,1,Ter
2019-07-30,Vitória de Santo Antão,PE,T1,0011L00002WdjxRQAR,2019,7,30,1,Ter
2019-07-30,São Paulo,SP,T1,0011L00002Wdk0GQAR,2019,7,30,1,Ter
2019-07-31,Boituva,SP,T1,0011L00002WdckAQAR,2019,7,31,2,Qua
2019-07-31,Maringá,PR,T1,0011L00002Wdo7qQAB,2019,7,31,2,Qua
2019-07-31,Contagem,MG,NONE,0011L00002Wdg6PQAR,2019,7,31,2,Qua
2019-07-31,Sorocaba,SP,NONE,0011L00002Wdsx7QAB,2019,7,31,2,Qua
2019-07-31,Brasília,DF,T1,0011L00002WdsvGQAR,2019,7,31,2,Qua
2019-07-31,Santos,SP,T1,0011L00002Wds4lQAB,2019,7,31,2,Qua
2019-07-31,Santo Antônio do Descoberto,GO,T1,0011L00002Wdg52QAB,2019,7,31,2,Qua
2019-07-31,Rio de Janeiro,RJ,NONE,0011L00002Wdo5fQAB,2019,7,31,2,Qua
2019-07-31,Petrópolis,RJ,T1,0011L00002Wdo6xQAB,2019,7,31,2,Qua
2019-07-31,Recife,PE,T1,0011L00002Wds5QQAR,2019,7,31,2,Qua
2019-07-31,Curitiba,PR,NONE,0011L00002WdSYuQAN,2019,7,31,2,Qua
2019-07-31,Jaboatão dos Guararapes,PE,T1,0011L00002Wds4vQAB,2019,7,31,2,Qua
2019-07-31,Rio Verde,GO,T1,0011L00002Wds9lQAB,2019,7,31,2,Qua
2019-07-31,Bauru,SP,NONE,0011L00002Wdsw9QAB,2019,7,31,2,Qua
2019-07-31,São Paulo,SP,T1,0011L00002Wds6DQAR,2019,7,31,2,Qua
2019-07-31,Campinas,SP,T1,0011L00002WdklqQAB,2019,7,31,2,Qua
2019-07-31,Feira de Santana,BA,T1,0011L00002Wds1XQAR,2019,7,31,2,Qua
2019-07-31,Fortaleza,CE,T1,0011L00002WdcdiQAB,2019,7,31,2,Qua
2019-08-01,Contagem,MG,NONE,0011L00002Wdjt5QAB,2019,8,1,3,Qui
2019-08-01,Campina Grande do Sul,PR,NONE,0011L00002WdvJQQAZ,2019,8,1,3,Qui
2019-08-01,Carapicuíba,SP,T1,0011L00002Wdzr7QAB,2019,8,1,3,Qui
2019-08-01,Brasília,DF,NONE,0011L00002WdzpzQAB,2019,8,1,3,Qui
2019-08-01,São Gonçalo,RJ,T1,0011L00002WdyrLQAR,2019,8,1,3,Qui
2019-08-01,São Paulo,SP,NONE,0011L00002WdYkLQAV,2019,8,1,3,Qui
2019-08-01,Conde,PB,T1,0011L00002UYLGiQAP,2019,8,1,3,Qui
2019-08-01,Aracaju,SE,NONE,0011L00002Wdg8LQAR,2019,8,1,3,Qui
2019-08-01,Feira de Santana,BA,NONE,0011L00002WdcgXQAR,2019,8,1,3,Qui
2019-08-01,Salvador,BA,NONE,0011L00002WdzpQQAR,2019,8,1,3,Qui
2019-08-01,São Paulo,SP,T1,0011L00002WdruvQAB,2019,8,1,3,Qui
2019-08-01,Belo Horizonte,MG,T1,0011L00002WdznjQAB,2019,8,1,3,Qui
2019-08-01,Brasília,DF,T1,0011L00002Wdsu8QAB,2019,8,1,3,Qui
2019-08-01,Aracaju,SE,T1,0011L00002Wdjz8QAB,2019,8,1,3,Qui
2019-08-01,Uberaba,MG,T1,0011L00002Wdo9DQAR,2019,8,1,3,Qui
2019-08-01,Salvador,BA,T1,0011L00002WdvCjQAJ,2019,8,1,3,Qui
2019-08-01,São José dos Campos,SP,T1,0011L00002WdjwxQAB,2019,8,1,3,Qui
2019-08-02,Mauá,SP,NONE,0011L00002WdynJQAR,2019,8,2,4,Sex
2019-08-02,São Vicente,SP,T1,0011L00002We5qjQAB,2019,8,2,4,Sex
2019-08-02,Rio de Janeiro,RJ,NONE,0011L00002WdjyjQAB,2019,8,2,4,Sex
2019-08-02,São Paulo,SP,T1,0011L00002WdysEQAR,2019,8,2,4,Sex
2019-08-02,Maricá,RJ,T1,0011L00002Wds6XQAR,2019,8,2,4,Sex
2019-08-02,Rio de Janeiro,RJ,T1,0011L00002WdstAQAR,2019,8,2,4,Sex
2019-08-02,São João de Meriti,RJ,T1,0011L00002WdvEzQAJ,2019,8,2,4,Sex
2019-08-02,São Paulo,SP,NONE,0011L00002WdvH0QAJ,2019,8,2,4,Sex
2019-08-02,Fortaleza,CE,NONE,0011L00002We5nzQAB,2019,8,2,4,Sex
2019-08-02,Tupã,SP,T1,0011L00002UXre1QAD,2019,8,2,4,Sex
2019-08-02,Itapema,SC,T1,0011L00002WdvDhQAJ,2019,8,2,4,Sex
2019-08-02,Londrina,PR,T1,0011L00002Wds92QAB,2019,8,2,4,Sex
2019-08-02,Rio de Janeiro,RJ,T1,0011L00002VZrhsQAD,2019,8,2,4,Sex
2019-08-02,Santa Gertrudes,SP,T1,0011L00002WdjxqQAB,2019,8,2,4,Sex
2019-08-02,Diadema,SP,T1,0011L00002WdsuwQAB,2019,8,2,4,Sex
2019-08-02,Maringá,PR,NONE,0011L00002WdzppQAB,2019,8,2,4,Sex
2019-08-02,Rio de Janeiro,RJ,NONE,0011L00002We5qiQAB,2019,8,2,4,Sex
2019-08-03,Ituiutaba,MG,NONE,0011L00002WdzrWQAR,2019,8,3,5,Sab
2019-08-03,São Paulo,SP,NONE,0011L00002We2JTQAZ,2019,8,3,5,Sab
2019-08-03,Itajaí,SC,NONE,0011L00002We7cjQAB,2019,8,3,5,Sab
2019-08-03,Nova Iguaçu,RJ,T1,0011L00002WdFU5QAN,2019,8,3,5,Sab
2019-08-03,Luziânia,GO,T1,0011L00002UYzXEQA1,2019,8,3,5,Sab
2019-08-03,Mogi das Cruzes,SP,NONE,0011L00002We5mlQAB,2019,8,3,5,Sab
2019-08-03,Porto Seguro,BA,T1,0011L00002WdV7TQAV,2019,8,3,5,Sab
2019-08-03,Caxias do Sul,RS,NONE,0011L00002WdzsuQAB,2019,8,3,5,Sab
2019-08-03,Salvador,BA,NONE,0011L00002WdcktQAB,2019,8,3,5,Sab
2019-08-03,São Lourenço da Mata,PE,T1,0011L00002We5puQAB,2019,8,3,5,Sab
2019-08-03,General Câmara,RS,NONE,0011L00002WdvB2QAJ,2019,8,3,5,Sab
2019-08-03,Caraguatatuba,SP,T1,0011L00002We8FWQAZ,2019,8,3,5,Sab
2019-08-03,Rio de Janeiro,RJ,T1,0011L00002Wdyp5QAB,2019,8,3,5,Sab
2019-08-04,Osasco,SP,NONE,0011L00002We8o3QAB,2019,8,4,6,Dom
2019-08-04,São Paulo,SP,NONE,0011L00002We8SWQAZ,2019,8,4,6,Dom
2019-08-04,Contagem,MG,T1,0011L00002We8TeQAJ,2019,8,4,6,Dom
2019-08-04,São Paulo,SP,NONE,0011L00002We8c2QAB,2019,8,4,6,Dom
2019-08-05,Resende,RJ,T1,0011L00002Wdk06QAB,2019,8,5,0,Seg
2019-08-05,Feira de Santana,BA,NONE,0011L00002WeB36QAF,2019,8,5,0,Seg
2019-08-05,Resende,RJ,T1,0011L00002WeEsRQAV,2019,8,5,0,Seg
2019-08-05,Blumenau,SC,T1,0011L00002WeFMvQAN,2019,8,5,0,Seg
2019-08-05,Contagem,MG,T1,0011L00002LYaBfQAL,2019,8,5,0,Seg
2019-08-05,São Paulo,SP,NONE,0011L00002WeB5qQAF,2019,8,5,0,Seg
2019-08-05,Santarém Novo,PA,T1,0011L00002WeEsqQAF,2019,8,5,0,Seg
2019-08-05,Lauro de Freitas,BA,T1,0011L00002WeB8aQAF,2019,8,5,0,Seg
2019-08-05,Suzano,SP,NONE,0011L00002WeB2XQAV,2019,8,5,0,Seg
2019-08-06,Taubaté,SP,T1,0011L00002QYBtzQAH,2019,8,6,1,Ter
2019-08-06,Brasília,DF,T1,0011L00002WeB4dQAF,2019,8,6,1,Ter
2019-08-06,Mossoró,RN,T1,0011L00002WeLjhQAF,2019,8,6,1,Ter
2019-08-06,Porto Alegre,RS,T1,0011L00002Wds3TQAR,2019,8,6,1,Ter
2019-08-06,Olinda,PE,NONE,0011L00002WeLgiQAF,2019,8,6,1,Ter
2019-08-06,São Paulo,SP,T1,0011L00002WeB1eQAF,2019,8,6,1,Ter
2019-08-06,Salvador,BA,T1,0011L00002WeIBNQA3,2019,8,6,1,Ter
2019-08-06,Olinda,PE,T1,0011L00002WeMW0QAN,2019,8,6,1,Ter
2019-08-06,Campinas,SP,NONE,0011L00002Wd4TdQAJ,2019,8,6,1,Ter
2019-08-06,Salvador,BA,NONE,0011L00002We6f8QAB,2019,8,6,1,Ter
2019-08-06,Santo André,SP,NONE,0011L00002WeB5MQAV,2019,8,6,1,Ter
2019-08-06,Duque de Caxias,RJ,NONE,0011L00002WeEooQAF,2019,8,6,1,Ter
2019-08-06,Itajubá,MG,NONE,0011L00002WeLkkQAF,2019,8,6,1,Ter
2019-08-06,Osasco,SP,T1,0011L00002We8GeQAJ,2019,8,6,1,Ter
2019-08-06,PEDERNEIRAS,SP,NONE,0011L00002WeEnWQAV,2019,8,6,1,Ter
2019-08-06,Uberlândia,MG,NONE,0011L00002WeLk1QAF,2019,8,6,1,Ter
2019-08-06,Cabo de Santo Agostinho,PE,NONE,0011L00002WeLffQAF,2019,8,6,1,Ter
2019-08-07,São Paulo,SP,T1,0011L00002WeIA5QAN,2019,8,7,2,Qua
2019-08-07,Macaé,RJ,NONE,0011L00002WeEtjQAF,2019,8,7,2,Qua
2019-08-07,Itabaiana,SE,T1,0011L00002WeLjrQAF,2019,8,7,2,Qua
2019-08-07,Catanduva,SP,T1,0011L00002WeTVPQA3,2019,8,7,2,Qua
2019-08-07,Muriaé,MG,T1,0011L00002WeFM2QAN,2019,8,7,2,Qua
2019-08-07,Ibirité,MG,T1,0011L00002WeTXpQAN,2019,8,7,2,Qua
2019-08-07,São Paulo,SP,NONE,0011L00002We6VHQAZ,2019,8,7,2,Qua
2019-08-07,São Paulo,SP,T1,0011L00002WeU5wQAF,2019,8,7,2,Qua
2019-08-07,Colombo,PR,T1,0011L00002WdvIIQAZ,2019,8,7,2,Qua
2019-08-07,Feira de Santana,BA,T1,0011L00002WeI8OQAV,2019,8,7,2,Qua
2019-08-07,Cascavel,CE,NONE,0011L00002We7bCQAR,2019,8,7,2,Qua
2019-08-07,Ribeirão Preto,SP,T1,0011L00002Sz6PTQAZ,2019,8,7,2,Qua
2019-08-07,Blumenau,SC,T1,0011L00002WeTV0QAN,2019,8,7,2,Qua
2019-08-07,Camaçari,BA,NONE,0011L00002Wd4YsQAJ,2019,8,7,2,Qua
2019-08-07,São Gonçalo do Rio Preto,MG,T1,0011L00002WePRYQA3,2019,8,7,2,Qua
2019-08-07,Rio de Janeiro,RJ,T1,0011L00002WePPrQAN,2019,8,7,2,Qua
2019-08-07,Salvador,BA,NONE,0011L00002WeLjNQAV,2019,8,7,2,Qua
2019-08-07,São José de Ribamar,MA,NONE,0011L00002Wds0eQAB,2019,8,7,2,Qua
2019-08-07,Sumaré,SP,T1,0011L00002Sl01sQAB,2019,8,7,2,Qua
2019-08-08,Campos dos Goytacazes,RJ,T1,0011L00002WeamOQAR,2019,8,8,3,Qui
2019-08-08,Teresina,PI,T1,0011L00002WebN0QAJ,2019,8,8,3,Qui
2019-08-08,São Paulo,SP,T1,0011L00002WeakXQAR,2019,8,8,3,Qui
2019-08-08,Uberaba,MG,T1,0011L00002WeWvMQAV,2019,8,8,3,Qui
2019-08-08,Campo Grande,MS,T1,0011L00002WeTSzQAN,2019,8,8,3,Qui
2019-08-08,Itatiba,SP,T1,0011L00002WeWryQAF,2019,8,8,3,Qui
2019-08-08,São Paulo,SP,NONE,0011L00002WeadrQAB,2019,8,8,3,Qui
2019-08-08,Rio de Janeiro,RJ,T1,0011L00002Weam9QAB,2019,8,8,3,Qui
2019-08-08,Santa Cruz do Rio Pardo,SP,T1,0011L00002WeagLQAR,2019,8,8,3,Qui
2019-08-08,Rondonópolis,MT,T1,0011L00002WeLmvQAF,2019,8,8,3,Qui
2019-08-08,Fortaleza,CE,T1,0011L00002WeEpXQAV,2019,8,8,3,Qui
2019-08-08,Carpina,PE,T1,0011L00002WeagbQAB,2019,8,8,3,Qui
2019-08-08,São Paulo,SP,NONE,0011L00002WePOKQA3,2019,8,8,3,Qui
2019-08-08,Piracicaba,SP,NONE,0011L00002WeEnMQAV,2019,8,8,3,Qui
2019-08-08,Paragominas,PA,NONE,0011L00002WeMZTQA3,2019,8,8,3,Qui
2019-08-09,Manaus,AM,T1,0011L00002WeWpyQAF,2019,8,9,4,Sex
2019-08-09,Belém,PA,T1,0011L00002Weal6QAB,2019,8,9,4,Sex
2019-08-09,Esmeraldas,MG,T1,0011L00002WeWtaQAF,2019,8,9,4,Sex
2019-08-09,Curitiba,PR,T1,0011L00002We8afQAB,2019,8,9,4,Sex
2019-08-09,Recife,PE,T1,0011L00002WeTWNQA3,2019,8,9,4,Sex
2019-08-09,Araraquara,SP,T1,0011L00002WebOSQAZ,2019,8,9,4,Sex
2019-08-09,Pedro Leopoldo,MG,T1,0011L00002WeWrPQAV,2019,8,9,4,Sex
2019-08-09,São Paulo,SP,T1,0011L00002WeahsQAB,2019,8,9,4,Sex
2019-08-09,Catalão,GO,T1,0011L00002WeiVHQAZ,2019,8,9,4,Sex
2019-08-09,Itaperuna,RJ,NONE,0011L00002We5sKQAR,2019,8,9,4,Sex
2019-08-09,Guaratinguetá,SP,T1,0011L00002WeeGDQAZ,2019,8,9,4,Sex
2019-08-09,Campo Grande,MS,T1,0011L00002Weak3QAB,2019,8,9,4,Sex
2019-08-09,Caucaia,CE,T1,0011L00002WeeGXQAZ,2019,8,9,4,Sex
2019-08-09,São Paulo,SP,T1,0011L00002WeamxQAB,2019,8,9,4,Sex
2019-08-09,Brasília,DF,T1,0011L00002WeeDdQAJ,2019,8,9,4,Sex
2019-08-09,Niterói,RJ,T1,0011L00002WeiTfQAJ,2019,8,9,4,Sex
2019-08-09,Brasília,DF,T1,0011L00002Wei0YQAR,2019,8,9,4,Sex
2019-08-09,Florianópolis,SC,T1,0011L00002WehwvQAB,2019,8,9,4,Sex
2019-08-09,Águas Lindas de Goiás,GO,NONE,0011L00002WeIC6QAN,2019,8,9,4,Sex
2019-08-09,Jaú,SP,T1,0011L00002WeTW3QAN,2019,8,9,4,Sex
2019-08-10,Lauro de Freitas,BA,T1,0011L00002WeiVbQAJ,2019,8,10,5,Sab
2019-08-10,Campinas,SP,T1,0011L00002WeeHLQAZ,2019,8,10,5,Sab
2019-08-10,Araçatuba,SP,T1,0011L00002WeafJQAR,2019,8,10,5,Sab
2019-08-10,Curitiba,PR,NONE,0011L00002WdC9cQAF,2019,8,10,5,Sab
2019-08-10,Osasco,SP,T1,0011L00002WeeH6QAJ,2019,8,10,5,Sab
2019-08-10,Vila Velha,ES,T1,0011L00002WealfQAB,2019,8,10,5,Sab
2019-08-10,Macaé,RJ,T1,0011L00002WeB3QQAV,2019,8,10,5,Sab
2019-08-10,São Paulo,SP,T1,0011L00002WeTXBQA3,2019,8,10,5,Sab
2019-08-11,Criciúma,SC,T1,0011L00002Wek1uQAB,2019,8,11,6,Dom
2019-08-11,São Paulo,SP,T1,0011L00002WejtqQAB,2019,8,11,6,Dom
2019-08-11,Belém,PA,T1,0011L00002WejtWQAR,2019,8,11,6,Dom
2019-08-12,Campo Grande,MS,T1,0011L00002Wer8ZQAR,2019,8,12,0,Seg
2019-08-12,Campinas,SP,T1,0011L00002Wer8AQAR,2019,8,12,0,Seg
2019-08-12,Macaé,RJ,T1,0011L00002WemWWQAZ,2019,8,12,0,Seg
2019-08-12,Brejo,MA,T1,0011L00002WemXyQAJ,2019,8,12,0,Seg
2019-08-12,Duque de Caxias,RJ,T1,0011L00002Wer4iQAB,2019,8,12,0,Seg
2019-08-12,Votuporanga,SP,T1,0011L00002Wer80QAB,2019,8,12,0,Seg
2019-08-12,Suzano,SP,T1,0011L00002Wer98QAB,2019,8,12,0,Seg
2019-08-12,Cariacica,ES,T1,0011L00002Wer5pQAB,2019,8,12,0,Seg
2019-08-12,Rio de Janeiro,RJ,T1,0011L00002Wer5QQAR,2019,8,12,0,Seg
2019-08-12,São José dos Campos,SP,T1,0011L00002Wer5zQAB,2019,8,12,0,Seg
2019-08-12,Pratápolis,MG,T1,0011L00002WePQBQA3,2019,8,12,0,Seg
2019-08-12,Sorocaba,SP,T1,0011L00002WemUaQAJ,2019,8,12,0,Seg
2019-08-12,Parnaíba,PI,T1,0011L00002WemUuQAJ,2019,8,12,0,Seg
2019-08-12,Porto Seguro,BA,T1,0011L00002Wer4cQAB,2019,8,12,0,Seg
2019-08-12,Paulista,PE,T1,0011L00002Wer9JQAR,2019,8,12,0,Seg
2019-08-12,Pouso Alegre,MG,T1,0011L00002WemWHQAZ,2019,8,12,0,Seg
2019-08-12,São José,SC,T1,0011L00002Wer6YQAR,2019,8,12,0,Seg
2019-08-13,São Gonçalo,RJ,NONE,0011L00002WeMWyQAN,2019,8,13,1,Ter
2019-08-13,Bragança Paulista,SP,T1,0011L00002Wey2ZQAR,2019,8,13,1,Ter
2019-08-13,Santo Amaro da Imperatriz,SC,T1,0011L00002WetvtQAB,2019,8,13,1,Ter
2019-08-13,Uberlândia,MG,T1,0011L00002Wey6MQAR,2019,8,13,1,Ter
2019-08-13,Olinda,PE,T1,0011L00002WettYQAR,2019,8,13,1,Ter
2019-08-13,Fortaleza,CE,T1,0011L00002WetsfQAB,2019,8,13,1,Ter
2019-08-13,Pouso Alegre,MG,T1,0011L00002WetzbQAB,2019,8,13,1,Ter
2019-08-13,Goiânia,GO,T1,0011L00002Wey0JQAR,2019,8,13,1,Ter
2019-08-13,Rio de Janeiro,RJ,T1,0011L00002WehzkQAB,2019,8,13,1,Ter
2019-08-13,São José dos Campos,SP,T1,0011L00002WemUBQAZ,2019,8,13,1,Ter
2019-08-13,Mairiporã,SP,T1,0011L00002WeiYGQAZ,2019,8,13,1,Ter
2019-08-13,Itatiba,SP,T1,0011L00002WehzGQAR,2019,8,13,1,Ter
2019-08-13,Guarulhos,SP,T1,0011L00002WeyiQQAR,2019,8,13,1,Ter
2019-08-13,Rio de Janeiro,RJ,T1,0011L00002WetwDQAR,2019,8,13,1,Ter
2019-08-13,Cosmópolis,SP,T1,0011L00002WejWWQAZ,2019,8,13,1,Ter
2019-08-13,Cuiabá,MT,T1,0011L00002WeyipQAB,2019,8,13,1,Ter
2019-08-14,Rio de Janeiro,RJ,T1,0011L00002Wf6NaQAJ,2019,8,14,2,Qua
2019-08-14,Rio de Janeiro,RJ,T1,0011L00002VX9ztQAD,2019,8,14,2,Qua
2019-08-14,Florianópolis,SC,T1,0011L00002Wf5XPQAZ,2019,8,14,2,Qua
2019-08-14,São João da Boa Vista,SP,T1,0011L00002Wf1MhQAJ,2019,8,14,2,Qua
2019-08-14,Hortolândia,SP,T1,0011L00002Wf5W7QAJ,2019,8,14,2,Qua
2019-08-14,São Paulo,SP,T1,0011L00002WemYwQAJ,2019,8,14,2,Qua
2019-08-14,Recife,PE,T1,0011L00002WeyhIQAR,2019,8,14,2,Qua
2019-08-14,Ananindeua,PA,T1,0011L00002Wf5cVQAR,2019,8,14,2,Qua
2019-08-14,Juiz de Fora,MG,T1,0011L00002Wf1IBQAZ,2019,8,14,2,Qua
2019-08-14,Vitória,ES,T1,0011L00002WejmpQAB,2019,8,14,2,Qua
2019-08-14,Patos de Minas,MG,T1,0011L00002Wets1QAB,2019,8,14,2,Qua
2019-08-14,Londrina,PR,T1,0011L00002Wf5cKQAR,2019,8,14,2,Qua
2019-08-14,Maricá,RJ,T1,0011L00002Wf1J9QAJ,2019,8,14,2,Qua
2019-08-14,Itatiba,SP,T1,0011L00002Wey46QAB,2019,8,14,2,Qua
